isin,securityid,newbsecode,oldbsecode,newnsecode,oldnsecode,newname,oldname,symbol,company_id,sector
INE0RHD01013,212266,ETML,,ETML,,Emerald Tyre Manufacturers,,ETML,e30a4687-361a-450a-a77e-8fb63c838645,
INE0RIQ01013,544183,ASSOCIATED,,,,Associated Coaters,,ASSOCIATED,9abf722c-ee3c-41a6-a621-cdac669d59d3,
INE0RJ901010,544399,SRIGEE,,,,Srigee DLM,,SRIGEE,fc81c763-6f15-4692-a9e0-751dda7c1537,
INE0RJH01010,211522,RBS,,RBS,,Ramdevbaba Solvent,,RBS,2c2f593e-ec03-4d09-a197-7af804f55157,
INE0RJM01010,23382,,,NAMAN,,Naman In-Store,,,24446499-be5a-4811-905d-65efce6fe664,
INE0RMF01018,212000,OSELDEVICE,,OSELDEVICE,,Osel Devices,,OSELDEVICE,5f99c864-6b98-4b29-8543-6f83d8c16fbc,
INE0RMR01013,544221,KIZI,,,,Kizi Apparels,,KIZI,bc7a5cb2-3833-439b-be52-6f6ab49bd958,
INE0RNZ01014,544074,SBVCL,,,,Shri Balaji Valve Components,,SBVCL,b8bcb082-1c25-413a-9304-2148de022558,
INE0RPM01017,24507,,,SATIPOLY,,Sati Poly Plast,,,034df33f-c131-4970-b817-e92bec82bde7,
INE0RQZ01017,22767,,,ESCONET,,Esconet Technologies,,,421df8db-ea0a-4cb8-86ef-90a78c4527c6,
INE0RRU01016,23792,,,IEML,,Indian Emulsifiers,,,9f973ec3-11c4-48b6-be0a-7ca0a7cce9af,
INE0RU901015,544287,MANGALCOMP,,,,Mangal Compusolution,,MANGALCOMP,bbe1d3a2-274b-48b3-a91a-71523a7a160f,
INE0RUJ01013,544199,GEMENVIRO,,,,GEM Enviro Management,,GEMENVIRO,38681a97-91fd-4dc0-81a7-69d2a25bd3c9,
INE0RUV01018,211636,AIMTRON,,AIMTRON,,Aimtron Electronics,,AIMTRON,48c36c34-f6ec-4810-8ba9-1c37a7e61fb0,
INE0RVQ01016,211963,MYMUDRA,,MYMUDRA,,My Mudra Fincorp,,MYMUDRA,84b0bd85-88a1-4cdd-89e2-772866131ffc,
INE0RWQ01014,544254,TOLINS,,TOLINS,,Tolins Tyres,,TOLINS,1d59720e-ad72-4b84-b885-f6c9c6c4543a,
INE0RWU01016,544348,GBLOGISTIC,,,,GB Logistics Commerce,,GBLOGISTIC,21636e91-9f55-4d28-8acc-d6d0718d27fa,
INE0RXB01022,211957,JEYYAM,,JEYYAM,,Jeyyam Global Foods,,JEYYAM,b07857dc-ebdc-4e96-b8c4-0571e33b33f3,
INE0RXS01018,544372,SHREENATH,,,,Shreenath Paper Products,,SHREENATH,ad512b58-ce82-4b50-b398-6295278b19e9,
INE0RYC01010,544342,STALLION,,STALLION,,Stallion India Fluorochemicals,,STALLION,45f15714-4a3c-496e-9d65-56d51ec2dac3,
INE0S0701019,544163,GVL,,,,Greenhitech Ventures,,GVL,f1bc452c-ed19-48b5-86de-d08a84edf3f8,
INE0S0I01011,544195,COTFAB,,,,United Cotfab,,COTFAB,647b7d9a-068a-4476-a09d-63ecff48fda8,
INE0S1D01010,25323,,,INNOMET,,Innomet Advanced Materials,,,71e9a1ea-0ff9-4bd3-9ea5-cfa0c8808a48,
INE0S1L01013,211571,EMMIL,,EMMIL,,Energy Mission Machineries,,EMMIL,0d83933c-2b76-4cd9-921c-4d27ddcc04e8,
INE0S2E01016,211460,VISHWAS,,VISHWAS,,VISHWAS,,VISHWAS,5c8cd911-b035-4034-b6dd-2eb7c595db3e,
INE0S2G01011,544249,BALAJEE,,BALAJEE,,Shree Tirupati Balajee Agro,,BALAJEE,a1ef7dae-3351-4cf1-8268-3131d27de46b,
INE0S2V01010,544204,VRAJ,,VRAJ,,Vraj Iron and Steel,,VRAJ,705d4b4a-71ab-44c3-b896-4c3e7de9dd01,
INE0S2W01018,211936,PARAMATRIX,,PARAMATRIX,,Paramatrix Technologies,,PARAMATRIX,dcbf61cb-0c5f-4c18-b136-d13110d21f20,
INE0S3D01016,211565,WINSOL,,WINSOL,,Winsol Engineers,,WINSOL,a4fee952-4fea-4da8-a820-02a51580f4f9,
INE0S3H01017,211882,POSITRON,,POSITRON,,Positron Energy,,POSITRON,bb0ddc93-f2f9-48cd-933a-877347847634,
INE0S3X01014,211327,ENFUSE,,ENFUSE,,Enfuse Solutions,,ENFUSE,b2b4a931-355f-4b1f-a54f-8cf962a4f304,
INE0S4Y01010,211257,SHREEKARNI,,SHREEKARNI,,Shree Karni Fabcom,,SHREEKARNI,cad87e88-474c-4264-86b5-8706f22014c8,
INE0S6R01027,544201,DFPL,,,,Dindigul Farm Products,,DFPL,186cf929-0ca7-464f-85e2-e980811c1360,
INE0S6S01017,211603,HOACFOODS,,HOACFOODS,,HOAC Foods India,,HOACFOODS,960f46b3-8737-47d6-8050-2bbae9f41c28,
INE0S7801010,211473,ASPIRE,,ASPIRE,,Aspire & Innovative Advertising,,ASPIRE,3c7ad7c3-c445-4057-8c1b-b9c1b3eb96b8,
INE0S7C01019,212001,DECCANTRAN,,DECCANTRAN,,Deccan Transcon Leasing,,DECCANTRAN,5eb3fe7a-7dd2-43a8-bec4-1ed6a085f6d9,
INE0S7E01015,211687,GPECO,,GPECO,,GP Eco Solutions,,GPECO,3a8b7c35-65da-453a-9eeb-2b21c36f80e7,
INE0S8401018,211509,DCG,,DCG,,DCG Cables & Wires,,DCG,56b538d3-8972-410e-b220-d4f729d1d511,
INE0S9101013,211694,WINNY,,WINNY,,Winny Immigration & Education Services,,WINNY,512af689-2936-44a5-8680-eb1e44554434,
INE0S9501014,544270,KGVL,,,,Khyati Global Ventures,,KGVL,cb68e152-9f39-4970-be78-a0cd9254590b,
INE0SA001017,211798,RNFI,,RNFI,,RNFI Services,,RNFI,247e6dbb-2ade-4abe-a82e-b9039e38712c,
INE0SAK01011,211474,BLUEPEBBLE,,BLUEPEBBLE,,Blue Pebble,,BLUEPEBBLE,42ecfdc7-039b-46ed-a2bd-d77d81433312,
INE0SBP01018,211824,ESPRIT,,ESPRIT,,Esprit Stones,,ESPRIT,6c745ad0-6f4f-44f8-a31d-546c72487e3b,
INE0SCB01016,544177,AZTEC,,,,Aztec Fluids & Machinery,,AZTEC,5d8b9b60-f4cf-4210-8dd3-5eadef4e0cb8,
INE0SCO01019,24289,,,DPEL,,Divine Power Energy,,,2ca1386f-2fbb-4ced-ae7f-e81604c0563c,
INE0SDC01012,544166,EMMFORCE,,,,Emmforce Autotech,,EMMFORCE,e0b53119-4284-4ce8-8510-232a1076946a,
INE0SFW01015,212128,FRESHARA,,FRESHARA,,Freshara Agro Exports,,FRESHARA,baf4371d-987e-44f1-862f-8cbb6f5e3ea5,
INE0SFZ01018,544231,BROACH,,,,Broach Lifecare Hospital,,BROACH,4299cbc4-2d4e-427b-bddd-f0cd8e28bad0,
INE0SG001011,544242,TRAVELS,,,,Travels & Rentals,,TRAVELS,07d0b6c6-403c-499c-843b-ac75c40cdb28,
INE0SGC01015,22979,,,MVKAGRO,,MVK Agro Food Product,,,9bc00777-f890-4848-a739-2c1ac55d2804,
INE0SGR01013,544165,SHIVAM,,,,Shivam Chemicals,,SHIVAM,ac9c665f-4b8d-4cef-bea6-a38b4d722502,
INE0SH001010,24281,,,MASON,,Mason Infratech,,,f9eba83d-fbde-400e-9fd6-3642883e3055,
INE0SHE01019,212054,THESL,,THESL,,Thinking Hats Entertainment Solutions,,THESL,16f05610-a5d4-4040-9b81-6bab18b19231,
INE0SI601032,212338,ANYA,,ANYA,,Anya Polytech & Fertilizers,,ANYA,8a5ddba3-55db-4d6f-b513-c11e9a969fdf,
INE0SII01026,544367,QPOWER,,QPOWER,,Quality Power Electrical Equipments,,QPOWER,e771d6ce-0017-4b1c-a512-53c3833bff04,
INE0SK201011,544236,RAL,,,,Resourceful Automobile,,RAL,963d61fc-1446-40df-a768-99c0052f0090,
INE0SK801018,211092,DELAPLEX,,DELAPLEX,,Delaplex,,DELAPLEX,7e46316c-b26f-4f6a-a774-3ad6fc89ffc7,
INE0SMA01017,211564,SLONE,,SLONE,,Slone Infosystems,,SLONE,b81d7734-74a2-43c3-b0e3-23cc3fb301a2,
INE0SMR01011,212134,UHTL,,UHTL,,United Heat Transfer,,UHTL,8982d798-7d66-4f6b-9e45-c7a5f07febe7,
INE0SMU01015,544175,TGIF,,,,TGIF Agribusiness,,TGIF,9674fe97-5dcc-4443-b409-ca933ff444e9,
INE0SMW01011,544383,PPARIVAH,,,,Paradeep Parivahan,,PPARIVAH,d384c890-04c1-4b84-9efa-31d38786b056,
INE0SMY01017,211932,JAYBEE,,JAYBEE,,Jay Bee Laminations,,JAYBEE,4b1012fd-a63b-4e32-986a-b63eb9879cd7,
INE0SOY01013,211492,TAC,,TAC,,TAC Infosec,,TAC,84d819d3-9657-4ba6-bfb5-1e4ca394499a,
INE0SQH01013,212039,BIKEWO,,BIKEWO,,Bikewo Green Tech,,BIKEWO,74f233ad-870b-46e3-876d-68fb0bd7926c,
INE0SQY01018,211624,GSMFOILS,,GSMFOILS,,GSM Foils,,GSMFOILS,4b2484ad-2bda-465e-8970-e221dadd689d,
INE0SRI01019,211584,VERITAAS,,VERITAAS,,Veritaas Advertising,,VERITAAS,e21c7385-1047-4187-a716-137680b7f2d4,
INE0STM01017,211499,ALUWIND,,ALUWIND,,Aluwind Infra - Tech,,ALUWIND,00a232a6-26ad-476e-8022-7d74580c00b7,
INE0STN01015,211568,SILKFLEX,,SILKFLEX,,Silkflex Polymers,,SILKFLEX,1f9ad4d5-2e51-47ff-b556-82d5d706c195,
INE0SUH01015,212002,ENVIRO,,ENVIRO,,Envirotech Systems,,ENVIRO,45583f30-b448-4fe3-ab40-86979f9e85f3,
INE0SUN01013,211745,NEPHROCARE,,NEPHROCARE,,Nephro Care,,NEPHROCARE,4cfd77e0-3a15-4988-bd7b-60bbd86acca7,
INE0SVY01018,211785,KATARIA,,KATARIA,,Kataria Industries,,KATARIA,cc16d61a-78f9-44ba-b9b4-c699b05945e0,
INE0SWN01019,23420,,,TRUST,,Trust Fintech,,,2ed4f40c-7595-4fa4-b2fa-6ac410306330,
INE0SYV01018,211805,TROM,,TROM,,Trom Industries,,TROM,73262962-22c3-40bd-b4f0-9db953bc56aa,
INE0SZ301012,211834,BULKCORP,,BULKCORP,,Bulkcorp International,,BULKCORP,7c1c8afe-0779-49db-a690-fc8ba51c17bb,
INE0T0L01014,212013,KALANA,,KALANA,,Kalana Ispat,,KALANA,e2a26e83-964c-427e-8da2-2436c454f709,
INE0T3401029,544213,ACLD,,,,Aelea Commodities,,ACLD,392dbd1d-03ac-49e2-b0a4-517fa4522036,
INE0T4V01015,212230,APEXECO,,APEXECO,,Apex Ecotech,,APEXECO,bc4889b8-765f-428b-a2bc-7537a12e6b7c,
INE0T7B01010,211716,SPCL,,SPCL,,Shivalic Power Control,,SPCL,c26c0220-5354-4f67-993b-fddeed6decb3,
INE0T8T01010,213326,ACCPL,,ACCPL,,Accretion Pharmaceuticals,,ACCPL,b184f198-c90a-452d-ad6d-7fcad44839c6,
INE0T9I01011,211906,IDEALTECHO,,IDEALTECHO,,Ideal Technoplast Industries,,IDEALTECHO,6c2a172e-3810-4eb3-8148-3c6a8ed3592a,
INE0TD101011,212309,IDENTICAL,,IDENTICAL,,Identical Brains Studios,,IDENTICAL,2fdfaeb3-5e02-41ed-88d5-0b09e63268da,
INE0TD301017,544365,SHANMUGA,,,,Shanmuga Hospital,,SHANMUGA,7bb7e9d5-e040-4de3-ba14-a1a9c79fa106,
INE0TE101010,544412,3BFILMS,,,,3B Films,,3BFILMS,e3e21251-70b0-4a97-8cb5-a5b464056c62,
INE0TFB01017,212040,AVIANSH,,AVIANSH,,Avi Ansh Textile,,AVIANSH,2f5e9ee6-cebb-4b9e-ba2f-85c4a9d9133b,
INE0TG801013,25720,,,PARAMOUNT,,Paramount Dye Tec,,,fd1e1572-a8d3-4cfc-9cd7-da71769567c2,
INE0TG901011,544409,ASTONEALAB,,,,Astonea Labs,,ASTONEALAB,44831d6d-48e2-41c1-a3dd-060f10665364,
INE0TGG01014,544387,DESCO,,,,Desco Infratech,,DESCO,16e78bb0-947b-4bf4-9eaa-45630496baf7,
INE0TIR01017,544368,SWASTH,,,,Swasth Foodtech,,SWASTH,775d4537-74fe-48b2-a9de-06a9a569bd1f,
INE0TNW01017,211589,QUESTLAB,,QUESTLAB,,Quest Laboratories,,QUESTLAB,35f1eef4-7b2a-4381-84da-f0e7ff69ebac,
INE0TNX01015,211566,REFRACTORY,,REFRACTORY,,Refractory Shapes,,REFRACTORY,b05812c5-b30e-44fb-bace-b34ceb0e4a71,
INE0TO501019,212076,HVAX,,HVAX,,HVAX Technologies,,HVAX,8f823de6-1fc9-4b5a-a4b7-99707d201bb5,
INE0TO601017,211495,YASHOPTICS,,YASHOPTICS,,Yash Optics & Lens,,YASHOPTICS,7778a1c7-876f-4506-955c-51de60c4ab9b,
INE0TO701015,544318,MAMATA,,MAMATA,,Mamata Machinery,,MAMATA,376096a6-8824-4264-bb70-3ae2416be4ef,
INE0TP801012,28804,,,NMSTEEL,,Newmalayalam Steel,,,470d0773-ac72-41d4-8dc1-84d618b31c79,
INE0TR001017,211971,VIESL,,VIESL,,Vision Infra Equipment Solutions,,VIESL,d652cc16-4264-4088-8080-3c2eab1353c0,
INE0TSF01011,211871,AESTHETIK,,AESTHETIK,,Aesthetik Engineers,,AESTHETIK,d4422de9-5073-4a6f-b9e6-feba5e1b0fa7,
INE0TT901016,544186,TOTEM,,,,Forbes Precision Tools & Machine Parts,,TOTEM,668cd49c-c383-4d5d-a5f6-ba9b7a529a72,
INE0TTG01017,213270,ARUNAYA,,ARUNAYA,,Arunaya Organics,,ARUNAYA,9fe6b7ac-b298-4776-a0ef-66c77dba55c8,
INE0TVT01024,212251,GANESHIN,,GANESHIN,,Ganesh Infraworld,,GANESHIN,961e0a3d-9a1f-4434-bd29-135fe286432a,
INE0U0201016,211885,BALCO,,BALCO,,Solve Plastic Products,,BALCO,5e342d90-7121-4ffc-b79f-b2a045141307,
INE0U1T01012,211803,CHETANA,,CHETANA,,Chetana Education,,CHETANA,551ed173-d712-4893-a01e-10e46fae5124,
INE0U2501017,211899,FORCAS,,FORCAS,,Forcas Studio,,FORCAS,a0679531-7454-4e1b-af66-3860770aa856,
INE0U2L01017,544353,AMWILL,,,,Amwill Health Care,,AMWILL,9fbc9785-ba6b-4420-8c64-537631dcc19c,
INE0U2M01015,211933,VDEAL,,VDEAL,,Vdeal System,,VDEAL,8a269f3e-e652-48b8-b880-081e96381c62,
INE0U2N01013,211883,SUNLITE,,SUNLITE,,Sunlite Recycling Industries,,SUNLITE,81fe790b-e1e7-488c-a581-22b9481dfb2d,
INE0U3I01011,544322,UNIMECH,,UNIMECH,,Unimech Aerospace and Manufacturing,,UNIMECH,3faf1aef-52b8-4c7c-b01d-00808676306e,
INE0U4101014,544414,BLUSPRING,,BLUSPRING,,Bluspring Enterprises,,BLUSPRING,196486d7-3bd5-49a1-a379-233b3063a75e,
INE0U4701011,544413,DIGITIDE,,DIGITIDE,,Digitide Solutions,,DIGITIDE,91a74578-4753-4264-84c1-773aff825481,
INE0U6201010,544267,SUBAM,,,,Subam Papers,,SUBAM,a19f46e8-5c10-48a9-bc84-8a6b16222769,
INE0U6N01014,212280,SFML,,SFML,,Supreme Facility Management,,SFML,afa4a251-33c7-40e0-9f68-c995334b92b9,
INE0U7V01015,27277,,,C2C,,C2C Advanced Systems,,,3da3802c-934b-4b4c-9bb3-3ecef2223850,
INE0U9101019,211759,EFFWA,,EFFWA,,Effwa Infra & Research,,EFFWA,7d6e4179-d476-43f6-b4c8-852f6d45420e,
INE0UIZ01018,544288,BLACKBUCK,,BLACKBUCK,,Zinka Logistics Solutions,,BLACKBUCK,f49360c1-bf5e-4120-8c29-f1356a3dbe95,
INE0UK501010,544214,THREEMPAPE,,,,Three M Paper Boards,,THREEMPAPE,3d72d2af-2c1e-4e33-9f6b-cc96f710d4ec,
INE0UL701015,211976,SHUBHSHREE,,SHUBHSHREE,,Shubhshree Biofuels Energy,,SHUBHSHREE,531d8480-69a4-44bd-b70b-b1373f9c612c,
INE0UOS01011,544250,SANOFICONR,,SANOFICONR,,Sanofi Consumer Healthcare,,SANOFICONR,d03ee678-78a2-450b-a30e-1322b7f45df1,
INE0URU01010,544234,GLOBALE,,GLOBALE,,Globale Tessile,,GLOBALE,f6dbe5cf-e175-4336-bbf0-a5d210ce0208,
INE0US801024,544233,MFML,,MFML,,Mahalaxmi Fabric Mills,,MFML,63958738-45b8-4473-8aa7-b368406912ad,
INE0UYG01015,27287,,,ABHAPOWER,,Abha Power and Steel,,,c9cbe410-1303-4216-8c83-dc2a26650ee8,
INE0UYT01018,544248,MCEL,,,,Mach Conferences & Events,,MCEL,22e97465-c235-4f5b-ba49-403d38cceedb,
INE0V0Q01019,213181,ATCENERGY,,ATCENERGY,,ATC ENERGIES SYSTEM LTD,,ATCENERGY,4f780f66-40c8-412e-adca-6006553fc309,
INE0V6F01027,544274,HYUNDAI,,HYUNDAI,,Hyundai Motor India,,HYUNDAI,ed28d098-1b1b-4d94-8bfb-2a9a2b9f4d09,
INE0V7W01012,544320,CARRARO,,CARRARO,,Carraro,,CARRARO,6a2a61e3-cdab-4fc5-9892-42a357b4e800,
INE0V9N01017,211775,PRIZOR,,PRIZOR,,Prizor Viztech,,PRIZOR,c02b410d-1f94-4804-8f38-f844e6f87d09,
INE0V9V01010,212273,DHANLAXMI,,DHANLAXMI,,Dhanlaxmi Crop Science,,DHANLAXMI,59b35023-d7af-424d-967c-91c252efa117,
INE0VA601019,29879,,,HPTL,,HP Telecom,,,d0d11c72-da6d-44ae-a2b2-71c93d8cb1c7,
INE0VG601013,212003,PELATRO,,PELATRO,,Pelatro,,PELATRO,a09bda79-62b2-4562-aa12-375d1211e3d3,
INE0VHU01019,212227,RAJPUTANA$,,RAJPUTANA,,Rajputana Biodiesel,,RAJPUTANA$,c377c45b-b378-4556-9cc8-a33845b63ee0,
INE0VJG01014,212114,PRANIK,,PRANIK,,Pranik Logistics,,PRANIK,84103167-5ac8-4358-ae0c-5f37eaed6808,
INE0VN801010,544291,RAJESH,,,,Rajesh Power Services,,RAJESH,09ebde9c-a07c-40c6-b45c-2e83810d3bd3,
INE0VNH01014,544373,NAPSGLOBAL,,,,NAPS Global,,NAPSGLOBAL,62201081-974c-469d-856c-8c2bd911e43b,
INE0VRH01015,213321,VGINFOTECH,,VGINFOTECH,,Virtual Galaxy Infotech,,VGINFOTECH,6e430ea8-f10d-433a-b3a6-43c5643ee0e5,
INE0VYX01018,544370,NUKLEUS,,,,Nukleus Office solutions,,NUKLEUS,2c72b123-b823-4bb9-b21c-f41bb032ec0b,
INE0VZS01015,212126,LAKSHYA,,LAKSHYA,,Lakshya Powertech,,LAKSHYA,0e370877-6890-4c92-8c24-74668c1e99ee,
INE0W0H01017,544354,SOLARIUM,,,,Solarium Green Energy,,SOLARIUM,e62249f0-1b8d-4faf-9c54-ccb1ac39383b,
INE0W2G01015,544282,SAGILITY,,SAGILITY,,Sagility India,,SAGILITY,766adae2-98ba-43df-ba6d-474817df6fa2,
INE0WCH01015,544304,JUNGLECAMP,,,,Jungle Camps,,JUNGLECAMP,d8a07363-f649-4ebc-8ab3-ec4f4dfabf90,
INE0WDX01010,544347,CLN,,,,CLN Energy,,CLN,96e29216-4260-4dac-8b90-5892b56c9391,
INE0WL801011,211937,AERON,,AERON,,Aeron Composite,,AERON,84a3aed9-a9ad-47d4-83c0-2a6c279c8afb,
INE0WO601020,544339,LAXMIDENTL,,LAXMIDENTL,,Laxmi Dental,,LAXMIDENTL,5c4fb1c7-a08a-40ec-a59b-6c2c629505c3,
INE0WVU01018,212187,ONYX,,ONYX,,Onyx Biotec,,ONYX,712f5044-76f4-4b8a-b4ec-60e20f2ed129,
INE0WXM01011,544343,CNINFOTECH,,,,CapitalNumbers Infotech,,CNINFOTECH,37b3ca2d-6d0b-435f-861e-50acde89277b,
INE0X3M01010,213372,BLUEWATER,,BLUEWATER,,Blue Water Logistics,,BLUEWATER,13f6e303-b693-46da-901a-a9aeb3dfba36,
INE0X6F01017,212041,SDREAMS,,SDREAMS,,SD Retail,,SDREAMS,b6b56551-c1c0-4bcf-aaba-0e5a85e75f0a,
INE0XAY01012,544303,TTC,,,,Toss The Coin,,TTC,392e9379-85e2-4e2d-ad3a-c1b5df5168d0,
INE0XCV01014,544417,ATENPAPERS,,,,Aten Papers & Foam,,ATENPAPERS,a6b725e8-34b2-4f98-a386-6120ec252b71,
INE0XIL01012,213426,JAINIK,,JAINIK,,Jainik Power Cables,,JAINIK,a7d0c6e4-59e8-4f3a-905f-24c1113e3402,
INE0XOW01017,212401,KKJEWELS,,KKJEWELS,,Kabra Jewels,,KKJEWELS,3a32d391-1bc7-4f46-a000-7137d31d4487,
INE0XRN01019,212378,DELTIC,,DELTIC,,Delta Autocorp,,DELTIC,5fb68b48-50f1-478d-bac6-5a2bf26d5322,
INE0XUS01012,212506,PSRAJ,,PSRAJ,,P S Raj Steels,,PSRAJ,8caa70e4-9697-40b6-9160-62e08922a529,
INE0Y4801011,211983,EXCELLENT,,EXCELLENT,,Excellent Wires and Packaging,,EXCELLENT,8c26cb53-01ed-4c0a-8861-eee884b0c1cb,
INE0YAL01017,211857,PPSL,,PPSL,,Picturepost Studios,,PPSL,f75b79a9-d9c6-4af7-9bdb-bcce519bf11e,
INE0YHV01011,212135,OBSCP,,OBSCP,,OBSC Perfection,,OBSCP,dafb2c33-fce0-4568-9c42-21ca590be463,
INE0YKW01013,212059,FORGEAUTO,,FORGEAUTO,,Forge Auto International,,FORGEAUTO,64f31bd4-342e-48c1-848f-a3152453a514,
INE0YON01014,544351,MALPANI,,,,Malpani Pipes & Fittings,,MALPANI,c0458aba-1f68-4f59-bd7d-f1a378d06fd0,
INE0YRN01017,211839,DHARIWAL,,DHARIWAL,,Dhariwal Corp,,DHARIWAL,7c0479c4-28ee-4c10-a8d9-9763e2d6e095,
INE0YRO01015,544272,SHIVTEXCHEM,,,,Shiv Texchem,,SHIVTEXCHEM,ee03da4d-32fc-4ffc-9ea4-6cf9fe12c6cd,
INE0YSH01017,213323,INTEGRITY,,INTEGRITY,,Integrity Infrabuild Developers,,INTEGRITY,f4c95bbd-94d4-4fa9-ace1-c8f41596b1b5,
INE0YU901016,212136,DANISH,,DANISH,,Danish Power,,DANISH,5a385108-6117-484a-a36b-52d19a0ca322,
INE0Z7N01017,756338,,,TANKUP,,Tankup Engineers,,,dfd4267e-67ca-4204-8a8c-8623878aec0e,
INE0ZHT01012,544327,TECHNICHEM,,,,Technichem Organics,,TECHNICHEM,c3cbdb33-d48c-4fba-b277-7d3a2589efd0,
INE0ZI101018,213406,GANGABATH,,GANGABATH,,Ganga Bath Fittings,,GANGABATH,0010cf49-ef74-4763-90ef-dae8bf7a25ac,
INE0ZOL01023,212412,EMAPARTNER,,EMAPARTNER,,EMA Partners,,EMAPARTNER,0878f42d-73f2-407f-a0ba-d8567dceb623,
INE100A01010,500027,ATUL,,ATUL,,ATUL,,ATUL,8f287717-abd5-4121-8a68-37fd2fbf721e,
INE100C01024,531613,MAL,,,,Meyer Apparel,,MAL,fbfeaac0-9bb7-4e5c-a3ee-1c463334f01c,
INE100D01014,504220,WSI,,WSI,,WS Industries,,WSI,8dc9c029-b1f0-46d6-9f54-72eed90f9f27,
INE100E01012,519014,PRSNTIN,,,,Prashant,,PRSNTIN,5c3109ca-151b-47d8-8c16-c73b7b6bf4da,
INE100F01019,531441,LYONSCO,,,,Lyons Corporate Market,,LYONSCO,248abf6f-fb42-425e-a630-42755467526b,
INE101A01026,500520,M&M,,M&M,,Mahindra & Mahindra,,M&M,b0e40749-264b-458e-abbb-34b0f532451b,
INE101D01020,532482,GRANULES,,GRANULES,,Granules,,GRANULES,879ddb02-0261-41b6-93fc-8ca69b290537,
INE101H01013,537709,HANSUGAR,,,,Shree Hanuman Sugar & Industries,,HANSUGAR,363e3ab6-c7c5-4c4b-ad4d-3bea26636322,
INE101I01011,544280,AFCONS,,AFCONS,,Afcons Infrastructure,,AFCONS,ff95e94f-78dd-4b1d-881a-2abd795c1f26,
INE102A01024,500193,HLVLTD,,HLVLTD,,HLV,,HLVLTD,04c0f60f-f87c-47cf-b6db-56c3fc3c0e0b,
INE102B01014,531358,CHOICEIN,,CHOICEIN,,Choice International,,CHOICEIN,d204db95-1005-4380-87f9-1c5a8bb471b9,
INE102C01020,519230,KISAAN,,,,Kisaan Parivar Industries,,KISAAN,98296f3b-c7db-4232-9f68-59244374c680,
INE102D01028,532424,GODREJCP,,GODREJCP,,Godrej Consumer Products,,GODREJCP,7389e221-d35a-4375-b489-1204c762191f,
INE102E01018,524636,OXYGENTAPH,,,,Oxygenta Pharmaceutical,,OXYGENTAPH,add8fa06-92fc-4abd-95ff-771e5bd21bb8,
INE102F01015,530289,SPCAPIT,,,,SP Capital Financing,,SPCAPIT,51513e2e-4fe7-4911-a2d9-c06aa1acc5dc,
INE102I01027,532875,ADSL,,ADSL,,Allied Digital Services,,ADSL,c19abbe5-fc5e-4c6a-8477-28022683e242,
INE103A01014,500109,MRPL,,MRPL,,Mangalore Refinery & Petroleum,,MRPL,9feca0d2-d15b-4e18-80b3-f0eb678dbcbb,
INE103C01036,543263,SMCGLOBAL,,SMCGLOBAL,,SMC Global Securities,,SMCGLOBAL,9fd02de4-9186-4587-90c0-2e311f4bf242,
INE103E01016,530125,SAMRATPH,,,,Samrat Pharmachem,,SAMRATPH,6af1ece8-191f-4e6a-b144-d032a54243b7,
INE104101014,206022,NRVANDANA,,NRVANDANA,,N R Vandana Tex Industries,,NRVANDANA,c2c7526a-8e05-4b1a-bc81-e47e03e5090e,
INE104A01012,500239,KGDENIM,,,,KG Denim,,KGDENIM,d28543df-5b96-438f-90d5-1749ba323957,
INE104E01014,512634,SAVERA,,,,Savera Industries,,SAVERA,463e811d-c645-49dc-bb1b-e6d0311dc1c6,
INE104S01022,539584,SIPTL,,,,Sharanam Infraproject & Trading,,SIPTL,5110ac8a-16d1-4788-978d-82220e9752b7,
INE104Y01012,203203,MANAV,,MANAV,,Manav Infra Projects,,MANAV,87481b4c-e286-459e-8ced-17c1c5a16ba8,
INE105A01035,520056,TVSHLTD,,TVSHLTD,,TVS Holdings,,TVSHLTD,319fe077-7dfa-415a-8822-fa9655dd3b82,
INE105C01023,516092,3PLAND,,3PLAND,,3P Land Holdings,,3PLAND,2510f711-848d-4287-850d-7974142740f7,
INE105D01013,513353,COCHINM,,,,Cochin Minerals & Rutile,,COCHINM,dcf64586-89ca-4215-be71-090c9efb7d60,
INE105I01020,532886,SELMC,,SELMC,,SEL Manufacturing,,SELMC,5d4344de-0899-45f5-88f5-285b9fe2ad6e,
INE105J01010,532983,RPGLIFE,,RPGLIFE,,RPG Life Sciences,,RPGLIFE,08dc8208-49d0-4cb6-8ccb-bb9bf5913053,
INE105Y01019,200405,MPTODAY,,MPTODAY,,Madhya Pradesh Today Media,,MPTODAY,a3b008d8-eb9f-4bf4-83b6-d05d0cf69ead,
INE106C01013,514266,ZENIFIB,,,,Zenith Fibres,,ZENIFIB,4dd4dca7-e69c-418a-838d-3ecdbbabae35,
INE106G01014,504646,BGWTATO,,,,Bhagwati Autocast,,BGWTATO,51d5f19a-38ce-4c73-9aa6-c020650e1fb8,
INE106I01010,532870,ANKITMETAL,,ANKITMETAL,,Ankit Metal & Power,,ANKITMETAL,bed15125-e113-4334-b332-d969e9b296b3,
INE106T01025,543411,HITECH,,HITECH,,Hi-Tech Pipes,,HITECH,14548882-4219-4e92-96ba-88eab2b841cd,
