isin,securityid,newbsecode,oldbsecode,newnsecode,oldnsecode,newname,oldname,symbol,company_id,sector
IN9093R01019,890216,LLOYDSENPP,,LLOYDSENPP,,Lloyds Engineering Works - PP,,LLOYDSENPP,b1be5e9e-e61c-41bf-b21c-12d939f1491e,
IN9139R01028,890214,FUSIONPP,,FUSIONPP,,Fusion Rs.5 PPD UP,,FUSIONPP,0bbb80e6-fe66-4536-abcc-f6416a073375,
IN9175A01010,570004,JISLDVREQS,,JISLDVREQS,,Jain Irrigation DVR,,JISLDVREQS,0a892054-9e21-4dd7-b04a-b910717b27f1,
IN9201F01013,890213,SNLFPP,,,,Shri Niwas Leasing and Fi,,SNLFPP,233d89eb-6526-4c80-840b-e92a8c8256cb,
IN9397D01014,890157,AIRTELPP,,AIRTELPP,,Bharti Airtel - PP,,AIRTELPP,72fbb515-001d-40ad-9118-b5e51b7abdcf,
IN9526B01012,890211,CALSOFTPP,,CALSOFTPP,,California Software - PP,,CALSOFTPP,7de43351-0e7b-47b7-a721-e4ea5d243df1,
IN9564C01011,890197,YARNPP,,,,Yarn Syndicate,,YARNPP,8c3e01e9-7104-4d8b-9f5f-a9c75adfa644,
IN9623B01058,570002,FELDVR,,FELDVR,,Future Enterprises DVR,,FELDVR,25ad3b37-24c6-4c1c-aaf5-c9efcd2a6fde,
IN9624Z01022,890202,SOLARAPP1,,SOLARAPP1,,SOLARA ACTIVE PHARMA SCIE,,SOLARAPP1,30e1a382-58ba-4136-bf2a-501226c9ce71,
IN9628A01026,890209,UPLPP,,UPLPP1,,UPL - RE,,UPLPP,a997b99e-a551-40bd-9a7a-f50285b8a8f8,
IN9653S01018,890215,GARMENTPP,,,,"GARMENT MANTRA LIFESTYLE ",,GARMENTPP,48df43db-9e5d-4fca-865b-572cfe5f2670,
INE001B01026,530813,KRBL,,KRBL,,KRBL,,KRBL,e9e231c0-3138-4762-acc0-ceee9bce9b5c,
INE001E01012,530331,PREMCO,,,,Premco Global,,PREMCO,5007ef07-c10e-42fe-8927-e652c44732a6,
INE001F01019,513303,MDRNSTL,,,,Modern Steels,,MDRNSTL,a8e4fbdf-c76a-4481-a150-1666c3852ca1,
INE001O01029,530251,RISAINTL,,,,Risa International,,RISAINTL,3080e6f8-0ea2-4c35-8317-86e6206d83d2,
INE002A01018,500325,RELIANCE,,RELIANCE,,Reliance Industries,,RELIANCE,c492925c-a4b5-44a3-8c42-02fb609b57d4,
INE002B01016,532344,SOFTSOL,,,,Softsol,,SOFTSOL,dd6fb73a-134c-484b-a46f-18013596c6ac,
INE002E01010,538992,SAPL,,,,SAR Auto Products,,SAPL,0385f92f-8c44-4b99-b053-356e27750fd2,
INE002L01015,533206,SJVN,,SJVN,,SJVN,,SJVN,a635ea0b-f941-4434-9096-1e4cf9905530,
INE002S01010,539957,MGL,,MGL,,Mahanagar Gas,,MGL,6c004d2e-4d20-4812-b57c-c8e3440e74ae,
INE003A01024,500550,SIEMENS,,SIEMENS,,Siemens,,SIEMENS,abf0013b-79ea-4c4d-8f12-b27ec3c11948,
INE003B01014,530259,INTSTOIL,,,,Inter State Oil Carrier,,INTSTOIL,da6e3c3b-82ce-4d12-ae0a-07049bfda635,
INE003F01015,501477,MULLER,,,,Muller & Phipps,,MULLER,043b44f2-1a1c-466d-804f-d9e691ed92e8,
INE004A01022,544021,PROTEAN,,PROTEAN,,Protean e-Gov Technologies (NSDL),,PROTEAN,56817103-c681-47df-8b22-b299121389c6,
INE004C01028,514386,GUJCOTEX,,,,Gujarat Cotex,,GUJCOTEX,1381a843-a803-4c98-ab4f-6787eb959e7e,
INE004E01016,524727,SDL,,,,Span Divergent,,SDL,88308a3b-f0e4-4114-9555-a780134ea778,
INE004Z01011,541973,MACH,,,,Mac Hotels,,MACH,c2e04812-c99e-43fe-8fc1-54b0d8cbaccb,
INE005B01027,532406,AVANTEL,,AVANTEL,,Avantel,,AVANTEL,24b0df82-f6fb-4a2e-94e8-db4013ba1d07,
INE005C01017,531215,RTSPOWR,,,,RTS Power Corporation,,RTSPOWR,43ce223e-32a8-47f7-a678-374ff21077f3,
INE005E01013,531364,EKANSH,,,,Ekansh Concepts,,EKANSH,bdbc60d1-a376-4e4b-941c-65cf0a9ec7d8,
INE005G01026,539559,DDIL,,,,Deep Diamond India,,DDIL,30d8b5cd-24c7-43c9-bd13-dde87af59e64,
INE005I01014,532828,AMDIND,,AMDIND,,Amd Industries,,AMDIND,2e39275c-12e3-496b-a452-991695759eef,
INE006C01015,511728,KZLFIN,,,,KZ Leasing & Finance,,KZLFIN,191bf69b-d3b9-406b-9708-4a7fa22f5673,
INE006F01018,523242,NBFOOT,,,,NB Footwear,,NBFOOT,ba5d68e2-f684-40a9-b9d2-92b9d574c4ba,
INE006I01046,532830,ASTRAL,,ASTRAL,,Astral,,ASTRAL,525662f2-17a3-434b-9922-afae9d355939,
INE006Z01016,205428,ARVEE,,ARVEE,,Arvee Laboratories,,ARVEE,b0aae579-e07d-4a65-92d3-eced5b25086b,
INE007A01025,500092,CRISIL,,CRISIL,,CRISIL,,CRISIL,fb7b3384-4dea-4f96-a860-b83d006f682c,
INE007B01023,532285,GEOJITFSL,,GEOJITFSL,,Geojit Financial Services,,GEOJITFSL,09891e47-9840-4932-9fd8-ea3201eba00f,
INE007C01021,526445,INDRANIB,,,,Indrayani Biotech,,INDRANIB,08a93511-3707-4c70-9daa-e01c47face04,
INE007G01014,526795,MHSGRMS,,,,Mahasagar Travels,,MHSGRMS,6ebccbba-2a72-48d2-9aa3-5d6682b31b37,
INE007N01010,544027,FEDFINA,,FEDFINA,,Fedbank Financial Services,,FEDFINA,63898a77-f985-44b7-a993-390357947a15,
INE008A01015,500116,IDBI,,IDBI,,IDBI Bank,,IDBI,27f98b5a-5835-4dd9-8daa-a13b3b375cc8,
INE008B01013,524288,AIMCOPEST,,,,Aimco Pesticides,,AIMCOPEST,c14e57eb-777d-4cf5-9256-9f2ad13485ce,
INE008C01011,526640,RAYALEMA,,,,Royale Manor Hotels & Industries,,RAYALEMA,e1cb66ad-3573-4d66-9e4f-52e2dc0181dc,
INE008Z01020,210337,SRPL,,SRPL,,Shree Ram Proteins,,SRPL,129c75a9-463e-44c3-b715-1a900518597c,
INE009A01021,500209,INFY,,INFY,,Infosys,,INFY,6af04cbd-3b80-4486-a864-6311f58c07ef,
INE009C01019,514442,SRIKPRIND,,,,Sri KPR Industries,,SRIKPRIND,ac0acffb-a978-4dea-925f-64c9d808eaaa,
INE00C401011,19137,,,MAL,,Mangalam Alloys,,,2f47d697-7346-46a8-9500-65dca6d7de05,
INE00C501018,201064,AMBANIORGO,,AMBANIORGO,,Ambani Orgochem,,AMBANIORGO,849d0f07-7087-4702-bec9-6892ea218de2,
INE00CA01015,542233,TREJHARA,,TREJHARA,,Trejhara Solutions,,TREJHARA,8d43977f-0370-48e3-b2ca-1336d743e9ba,
INE00CE01017,202807,SVLL,,SVLL,,Shree Vasu Logistics,,SVLL,9174e89c-18d6-40eb-81da-ab73f149745e,
INE00D001018,5312,,,REXPIPES,,Rex Pipes & Cables,,,40a9159b-af10-4d3c-a6a0-cbc91b75fb46,
INE00E101023,543653,BIKAJI,,BIKAJI,,Bikaji Foods International,,BIKAJI,c43aface-bd3c-465c-99a3-7354e74044d0,
INE00EM01016,541352,MEGASTAR,,MEGASTAR,,Megastar Foods,,MEGASTAR,5093b2a6-b8a9-41a2-bd4e-60611d16c18d,
INE00ER01015,19703,,,ONDOOR,,On Door Concepts,,,106a4301-e10c-457a-a7a5-f3974ddd0228,
INE00EV01017,543517,HARIOMPIPE,,HARIOMPIPE,,Hariom Pipe Industries,,HARIOMPIPE,511d8459-fb10-43c0-b056-3ed637622328,
INE00F201020,543527,PRUDENT,,PRUDENT,,Prudent Corporate Advisors,,PRUDENT,2698b55d-a2fa-4387-be92-687d1dc814f1,
INE00F301010,200766,UWCSL,,UWCSL,,Ultra Wiring Connect,,UWCSL,75e64ed3-8b9a-4b1c-99d8-6315d5ec821e,
INE00FF01025,543349,ACUTAAS,,ACUTAAS,,Acutaas Chemicals,,ACUTAAS,f7fa9d70-d440-4ebc-8364-acce8ff84022,
INE00FM01013,523186,BAPACK,,,,B&A Packaging,,BAPACK,02b0dcfc-22b1-4f48-a6f5-358869180bd9,
INE00GK01023,544310,YASHHV,,,,Yash Highvoltage,,YASHHV,00324635-14fe-48c7-9cec-95eb6832388c,
INE00H001014,544285,SWIGGY,,SWIGGY,,Swiggy,,SWIGGY,5a2a711c-0431-498b-b4df-9f068f66c917,
INE00HZ01011,526125,BNHOLDINGS,,,,BN Holdings,,BNHOLDINGS,38968346-9aa3-4394-ab23-1eae8ffacdff,
INE00IK01029,210546,OSWALSEEDS,,OSWALSEEDS,,ShreeOswal Seeds And Chemicals,,OSWALSEEDS,5ff1e7f2-a3fc-43ab-9d2a-7ef839f0a4b2,
INE00IN01015,543260,STOVEKRAFT,,STOVEKRAFT,,Stove Kraft,,STOVEKRAFT,49e8c10f-d912-4d4d-a089-71fdda1581d5,
INE00IY01012,541778,DEEP,,,,Deep Polymers,,DEEP,365bfdd7-ac6a-4cce-af81-44d0c8b35f67,
INE00KV01022,2171,,,RAJMET,,Rajnandini Metal,,,899d3c7b-de59-461a-922e-d3f7b6dd4cdb,
INE00LM01029,211563,SONAMLTD,,SONAMLTD,,Sonam,,SONAMLTD,4e0af0fd-ddf6-4f86-8a8f-8b5425d15f50,
INE00LO01017,543276,CRAFTSMAN,,CRAFTSMAN,,Craftsman Automation,,CRAFTSMAN,5c6fd90c-cb8e-48ee-a65d-8337affab4df,
INE00M201021,542760,SWSOLAR,,SWSOLAR,,Sterling & Wilson Renewable Energy,,SWSOLAR,455020e0-db52-4617-b8ab-e707b9e1f755,
INE00M901018,544232,INTERARCH,,INTERARCH,,Interarch Building Solutions,,INTERARCH,441dd93c-8dad-4ed9-b8dc-22ec881204b6,
INE00MT01022,212075,SAJHOTELS,,SAJHOTELS,,Saj Hotels,,SAJHOTELS,434d438f-c18c-4c00-b965-265021fc86db,
INE00N401018,205786,JAKHARIA,,JAKHARIA,,Jakharia Fabric,,JAKHARIA,3dbec271-e3d2-41d7-945d-42f25897fcdd,
INE00NH01017,210567,CLSL,,CLSL,,Crop Life Science,,CLSL,6d4006ce-b076-4804-8087-de3fd0a5f892,
INE00NI01015,201277,UCL,,UCL,,Ushanti Colour Chem,,UCL,59a37a9f-5f90-4428-a11e-f0021a98e837,
INE00OQ01016,543687,DHARMAJ,,DHARMAJ,,Dharmaj Crop Guard,,DHARMAJ,79cae2c5-30ea-421c-840b-34826a51cc72,
INE00PV01013,202065,AHLADA,,AHLADA,,Ahlada Engineers,,AHLADA,bd964c6f-abc1-4bc3-a08a-571f0e13e281,
INE00Q901014,542034,SMGOLD,,,,SM Gold,,SMGOLD,477a2ccd-4fd5-4156-924d-7c6cbe162a87,
INE00QT01015,541929,SGIL,,SGIL,,Synergy Green Industries,,SGIL,3713ddde-ed2f-4f62-8a92-1b000eec6676,
INE00R701025,542216,DALBHARAT,,DALBHARAT,,Dalmia Bharat,,DALBHARAT,74a7b45e-ee8c-422a-9397-0dbac56cb599,
INE00RQ01019,205653,MINDPOOL,,MINDPOOL,,Mindpool Technologies,,MINDPOOL,cecfd322-ed77-482f-b060-2e9cedc87c9a,
INE00S901012,542231,NILASPACES,,NILASPACES,,Nila Spaces,,NILASPACES,1aaf3b8d-6264-4906-9aa5-23a24026caee,
INE00ST01011,544335,BRGIL,,,,B.R.Goyal Infrastructure,,BRGIL,f9d6ec74-0316-4506-9c5d-b999674d2cf3,
INE00SW01015,542057,BCPL,,,,BCPL Railway Infrastructure,,BCPL,9f3037d5-b081-45fc-8659-2c2056bedc09,
INE00SY01011,541701,SUPERSHAKT,,,,Supershakti Metaliks,,SUPERSHAKT,a6d13669-a246-4bb1-8d94-38df9f8d15ed,
INE00TV01023,543828,SUDARSHAN,,,,Sudarshan Pharma Industries,,SUDARSHAN,cf4d28cb-c704-44e6-bb1d-a5c6ef422ec1,
INE00U401027,544227,UNIECOM,,UNIECOM,,Unicommerce e-Solutions,,UNIECOM,6f6bf91d-0198-470f-b85f-76bcb9db416c,
INE00U801010,205337,PARIN,,PARIN,,Parin Furniture,,PARIN,961dad68-a8bf-4cce-9af9-66bef77aa641,
INE00UG01014,202216,KHFM,,KHFM,,KHFM Hospitality,,KHFM,8fa2469b-01ed-4f43-b6f3-dcfd38a44108,
INE00VM01036,541974,MANORAMA,,MANORAMA,,Manorama Industries,,MANORAMA,3f7561af-2bb3-456e-b7cc-6d761c9920cd,
INE00WC01027,542752,AFFLE,,AFFLE,,Affle 3i,,AFFLE,e671f41d-7c1c-4b22-8114-982ed8754330,
INE00WS01056,9768,,,GSTL,,Globesecure Technologies,,,89bb927f-dea4-46b7-bcbb-83c3c2ccf3cd,
INE00WY01013,541703,RACONTEUR,,,,Raconteur Global Resources,,RACONTEUR,fd95010f-9c9e-4078-8bd7-7c50c6d5fd9c,
INE00Y201027,544030,FLAIR,,FLAIR,,Flair Writing Industries,,FLAIR,1012e284-e0fa-4b91-8c80-c09fc99303b1,
INE00Y701026,13032,,,SECL,,Salasar Exteriors & Contour,,,2241b34d-960f-4964-a03f-a4d9418e1eaf,
INE00Y801016,202866,AKG,,AKG,,AKG Exim,,AKG,67861ac1-0aaf-47a4-a922-1ace9ef99112,
INE00YB01017,544281,ABINFRA,,ABINFRA,,AB Infrabuild,,ABINFRA,b0e0fef9-d84f-4c20-951b-f101f9257dab,
INE00Z501029,209061,KRITIKA,,KRITIKA,,Kritika Wires,,KRITIKA,30a21e25-8532-4717-928e-0dfac858bd27,
INE00ZE01026,543712,AFSL,,AFSL,,Abans Financial Services,,AFSL,6df7d1c6-f4d8-48e3-919d-78a9f85d00da,
INE010601016,544122,ENTERO,,ENTERO,,Entero Healthcare Solutions,,ENTERO,bd6d6b26-6651-4b42-8470-6f2509cfaa59,
INE010A01011,500338,PRSMJOHNSN,,PRSMJOHNSN,,Prism Johnson,,PRSMJOHNSN,50d76ec4-bfe9-4286-8687-96058a961ab7,
INE010B01027,532321,ZYDUSLIFE,,ZYDUSLIFE,,Zydus Life Science,,ZYDUSLIFE,33576c4d-d391-4ce7-9c5b-36e12f1fe59a,
INE010C01025,523558,SWISSMLTRY,,,,Swiss Military Consumer Goods,,SWISSMLTRY,0da499c3-d230-48b1-ae01-34b99d31c1ff,
INE010J01012,540595,TEJASNET,,TEJASNET,,Tejas Networks,,TEJASNET,372bb7b0-96f4-4d7f-81cc-effa1c05acdc,
INE010R01023,538706,ULTRACAB,,,,Ultracab,,ULTRACAB,d810daf9-e3fd-403e-8f3a-30ff229aedfd,
INE010V01017,540115,LTTS,,LTTS,,L&T Technology Services,,LTTS,4ce91f11-df31-4255-9957-2065f3cfb54f,
INE011B01017,530839,CLIOINFO,,,,Clio Infotech,,CLIOINFO,a88bfd61-127b-450a-bb83-13349ac22ef5,
INE011D01013,526117,SHERVANI,,,,Shervani Industrial Syndicate,,SHERVANI,8ebf3895-3192-4331-9369-015c71f223fe,
INE011E01029,531112,BALUFORGE,,BALUFORGE,,Balu Forge Industries,,BALUFORGE,92fe27a9-16df-44a3-9ab4-e544fb978c8e,
INE011K01018,543413,TEGA,,TEGA,,Tega Industries,,TEGA,5231daba-d6f8-4a16-b70d-4c121a27a436,
INE011R01013,538713,ATISHAY,,,,Atishay,,ATISHAY,eeb0a76a-068f-41e6-ae68-09ef6d795a16,
INE012A01025,500410,ACC,,ACC,,ACC,,ACC,dba20bc5-543a-4cdd-91d8-638f7c42e2ef,
INE012E01035,530959,DIANATEA,,,,Diana Tea Company,,DIANATEA,bdc148a5-3f2f-4f72-953d-0469a27798af,
INE012Q01021,538119,RNBDENIMS,,,,R&B Denims,,RNBDENIMS,8b5718fa-51ae-4815-a998-b0168888bc35,
INE013801027,209192,KSHITIJPOL,,KSHITIJPOL,,Kshitij Polyline,,KSHITIJPOL,cef9df6a-2624-4bc7-b967-f6f18018c7aa,
INE013901017,18358,,,SAHAJ,,Sahaj Fashions,,,ad7c2040-1569-4f5c-86f5-f3f457a73b8f,
INE013E01017,508941,PANCARBON,,,,Panasonic Carbon,,PANCARBON,0bf748d4-8f95-46ce-939c-4e061c1a2aaa,
INE013J01016,513369,KVFORGE,,,,Krishnaveer Forge,,KVFORGE,a5b44048-440b-48c8-abe0-99568174553c,
INE013P01021,544292,ONESOURCE,,ONESOURCE,,Onesource Specialty Pharma,,ONESOURCE,770396aa-7b25-4809-ad2b-e84ddd640e0a,
INE013V01011,543963,SHELTER,,,,Shelter Pharma,,SHELTER,ec8cfcdd-987e-4e61-8962-b6cb5d879e68,
INE014B01011,506680,TECILCHEM,,TECILCHEM,,Tecil Chemicals & Hydro Power,,TECILCHEM,015d8e4b-5e84-4bb3-bd93-ae4c1a266b6e,
INE014E01015,507598,KLRFM,,,,Kovilpatti Lakshmi Roller,,KLRFM,f0ac1f52-2e7a-4ba0-a7c2-847969f8a9ce,
INE015B01018,526586,WIMPLAST,,,,Wim Plast,,WIMPLAST,8986c38c-f575-4410-8d45-d96ffec2d65c,
INE015C01016,530475,TINNARUBR,,TINNARUBR,,Tinna Rubber & Infrastructure,,TINNARUBR,06fcca3d-a38f-49f2-9ede-ca659a161598,
INE015D01022,532932,MANAKSIA,,MANAKSIA,,Manaksia,,MANAKSIA,0382d71e-827b-42e4-843c-9be6890ec920,
INE015E01012,531255,PARAGONF,,,,Paragon Finance,,PARAGONF,41e40bab-957a-4830-9da4-680580917ff9,
INE015F01019,530179,RSCINT,,,,RSC International,,RSCINT,24437658-6f9f-4226-96b7-0c27fc7560af,
INE016A01026,500096,DABUR,,DABUR,,Dabur,,DABUR,5664f3d0-6de0-4408-9e9d-1f2029d687b5,
INE016M01021,540789,DNAMEDIA,,DNAMEDIA,,Diligent Media Corporation,,DNAMEDIA,d3d34221-8f8f-4fed-bd2d-14e9d86b4f9f,
INE016Q01014,538734,CEINSYSTECH,,,,Ceinsys Tech,,CEINSYSTECH,b8b1a04e-5f61-44b0-9c2c-5d2109d143ee,
INE016X01010,542176,ARYAN,,,,Aryan Share & Stock Brokers,,ARYAN,65d7f3f1-ba0d-4069-af17-26fc6f895b8e,
INE017A01032,500620,GESHIP,,GESHIP,,Great Eastern Shipping Company,,GESHIP,b78e0482-616e-419a-80ee-88366199ae83,
INE017C01012,530145,KISAN,,,,Kisan Mouldings,,KISAN,9f182a63-d523-4f72-94c5-b7415dba92d9,
INE017E01018,526871,INTECCAP,,,,Intec Capital,,INTECCAP,9ce1d7ac-bbf9-4837-9516-c56c761c7467,
INE017I01027,512399,SERA,,,,Sera Investments & Finance,,SERA,7d0743a0-6797-4410-880f-0b29ce4afdd5,
INE017P01014,504356,ZMULTIPU,,,,Multipurpose Trading Agency,,ZMULTIPU,879e9d28-a7a7-41d8-94db-6c7e585a3fdd,
INE017W01010,540393,SMLT,,SMLT,,Sarthak Metals,,SMLT,6a95ab45-d342-43cf-a72e-a2b2e7cc9976,
INE018401013,543281,SUVIDHAA,,SUVIDHAA,,Suvidhaa Infoserve,,SUVIDHAA,2f2f6db8-890b-4e54-8662-f476c3a9f1b4,
INE018A01030,500510,LT,,LT,,Larsen & Toubro,,LT,4ba82f1c-5281-423f-b5cc-0fce8fc462c4,
INE018E01016,543066,SBICARD,,SBICARD,,SBI Cards,,SBICARD,3f4b7582-382b-43e5-ae92-a76506516d02,
INE018S01016,543256,RFLL,,,,Rita Finance & Leasing,,RFLL,15b6fd3c-61cc-4190-b092-121cc65e1b55,
INE019A01038,500228,JSWSTEEL,,JSWSTEEL,,JSW Steel,,JSWSTEEL,d5b0085d-5706-4b6a-be56-d48737f1f132,
INE019B01010,500422,TRANSCHEM,,,,Transchem,,TRANSCHEM,c3c11963-7a08-4162-91cc-f58d2d934fad,
INE019C01026,500184,HSCL,,HSCL,,Himadri Speciality Chemical,,HSCL,c3c87dce-fab7-4772-9ac5-c6f83ced2cf3,
INE019D01016,539383,MINFY,,,,Mahaveer Infoway,,MINFY,d93b457f-1adc-45e4-855a-c5b7041d1703,
INE019J01013,533259,SASTASUNDR,,SASTASUNDR,,Sastasundar Ventures,,SASTASUNDR,7bda4854-cdf2-4490-96b2-c352d2f45cb6,
INE01A001028,544202,STANLEY,,STANLEY,,Stanley Lifestyles,,STANLEY,33b9d36d-e141-4fc5-8217-f01958200ccf,
INE01A501027,541945,RANJEET,,,,Ranjeet Mechatronics Limi,,RANJEET,7b23ebe4-d348-4d78-871c-21cf136872f7,
INE01B501018,541865,ASRL,,,,Add Shop e-Retail,,ASRL,6396502e-2c77-47cd-b678-7f24dcfe6c7e,
INE01BK01022,543254,AWHCL,,AWHCL,,Antony Waste Handling Cell,,AWHCL,cd21df17-54dc-4437-b4f7-fe2fe803bd63,
INE01BL01012,542628,NSL,,,,Northern Spirits,,NSL,740db32e-3efa-4141-aea4-1a3016395d14,
INE01BT01015,543934,MACIND,,,,Machhar Industries,,MACIND,fcbd4695-a48f-4259-9cd1-74cd4b21ea01,
INE01C001026,542580,AARTECH,,AARTECH,,Aartech Solonics,,AARTECH,8d98f471-79e0-43bb-9e0c-9c0bfc0d7cea,
INE01EA01019,544307,VMM,,VMM,,Vishal Mega Mart,,VMM,9ffecbb9-f891-4280-b245-55ccbae8c716,
INE01EE01011,543668,BBTCL,,BBTCL,,B&B Triplewall Containers,,BBTCL,36f5c8ca-3b57-4db5-b727-8dde2b15ee6d,
INE01EG01016,542383,RITCO,,RITCO,,Ritco Logistics,,RITCO,f82fdcae-97ea-4559-9cac-0c603fc39763,
INE01EO01010,544386,SPECTRUM,,SPECTRUM,,Spectrum Electrical Industries,,SPECTRUM,e1bfd443-f350-43d3-a2c5-c14d1d81d93c,
INE01FR01028,544243,STYLEBAAZA,,STYLEBAAZA,,Baazar Style Retail,,STYLEBAAZA,3f7cb04b-1bc7-4f68-a9b9-5f54c78e9e61,
INE01GN01025,210539,IRISDOREME,,IRISDOREME,,Iris Clothings,,IRISDOREME,e26af365-f893-4001-a382-3f497d651aa2,
INE01GR01018,542155,DGL,,,,Diksha Greens,,DGL,bf890e55-ce5b-430e-9696-78da6bc3f58d,
INE01GZ01011,542627,CHANDNIMACH,,,,Chandni Machines,,CHANDNIMACH,867abc70-835b-4f60-aeb4-61e80de27272,
INE01IH01015,211713,SYLVANPLY,,SYLVANPLY,,Sylvan Plyboard,,SYLVANPLY,b3b5d675-d8c3-405c-85b8-4688184b45be,
INE01II01013,2495,,,SILGO,,Silgo Retail,,,d86e2ad2-0622-43fc-a974-91334868dc3f,
INE01IU01018,541967,SKYGOLD,,SKYGOLD,,Sky Gold And Diamonds,,SKYGOLD,508b2b25-647e-437c-bb22-ab10f9669a2a,
INE01J501010,542019,SHUBHAM,,,,Shubham Polyspin,,SHUBHAM,c4cff287-8b2c-47de-93cf-44a1b0a3804c,
INE01JE01028,207697,MARINE,,MARINE,,Marine Electricals,,MARINE,d7a2cee9-8588-4e31-8aac-809c7d72f3db,
INE01K301012,542682,HARISH,,,,Harish Textile Engineers,,HARISH,bb6228c9-9f7c-424f-91f1-5c158699d6a7,
INE01KI01027,543670,VINNY,,VINNY,,Vinny Overseas,,VINNY,378edfbd-7683-4943-88a6-d13850685b4a,
INE01NE01012,542232,SRD,,SRD,,Shankar Lal Rampal Dye Chem,,SRD,23910465-9bb1-4075-9d14-868a293c0d5a,
INE01P501012,542367,XELPMOC,,XELPMOC,,Xelpmoc Design & Tech,,XELPMOC,7f99dd40-2809-4696-8810-8eb54217665e,
INE01QM01018,543533,EMUDHRA,,EMUDHRA,,eMudhra,,EMUDHRA,828c3fb1-c676-48d8-9721-20a227b09c00,
INE01TL01014,509470,BOMOXY-B1,,,,Bombay Oxygen,,BOMOXY-B1,09b86197-0047-41b0-bc89-c482cbf3b662,
INE01YQ01013,211974,AUSL,,AUSL,,Aditya Ultra Steel,,AUSL,56969742-3b64-49d0-bde8-451503a1137e,
INE01Z401013,201806,SHUBHLAXMI,,SHUBHLAXMI,,Shubhlaxmi Jewel Art,,SHUBHLAXMI,457eeeb3-a602-400a-8ef8-dc2a7c9071cf,
INE01ZJ01015,200566,SURANI,,SURANI,,Surani Steel Tubes,,SURANI,e8f7e055-7a2d-478a-b84d-2abfcd60d83f,
INE020801028,542337,SPENCERS,,SPENCERS,,Spencers Retail,,SPENCERS,c9fd071a-80ff-4e6d-9f8f-78400a598c0e,
INE020B01018,532955,RECLTD,,RECLTD,,REC,,RECLTD,e8fd74c2-50c6-4465-9c29-d76afc60e736,
INE020D01022,511724,BAIDFIN,,BAIDFIN,,Baid Finserv,,BAIDFIN,0de5973d-32e7-4cc4-af43-8f16928c2046,
INE020G01017,532774,INSPIRISYS,,INSPIRISYS,,Inspirisys Solutions,,INSPIRISYS,54acf513-d711-4029-b354-f87c617a018f,
INE020J01029,532980,GOKUL,,GOKUL,,Gokul Refoils & Solvent,,GOKUL,e71a0851-781c-4266-a6f8-6aab518fb2d0,
INE020S01012,526073,GALXBRG,,,,Galaxy Bearings,,GALXBRG,00a760cb-d00c-495e-add9-0454561a4da0,
INE021A01026,500820,ASIANPAINT,,ASIANPAINT,,Asian Paints,,ASIANPAINT,11aff4fc-a960-408f-9762-8e2147005184,
INE021N01011,530267,ARIGATO,,,,Arigato Universe,,ARIGATO,e089f01f-d316-4233-9a67-619cf2cd292b,
INE021O01019,543306,DODLA,,DODLA,,Dodla Dairy,,DODLA,3e5d10b6-5952-4900-8617-0e48a964c5ea,
INE022C01012,521014,EUROTEXIND,,EUROTEXIND,,Eurotex Industries & Exports,,EUROTEXIND,e266524a-7de2-42c9-ae10-2b73ea77e2a7,
INE022I01019,532888,ASIANTILES,,ASIANTILES,,Asian Granito,,ASIANTILES,dec49949-0158-442f-a722-76f8d3f0e7a1,
INE022Q01020,540750,IEX,,IEX,,Indian Energy Exchange,,IEX,3b7c9684-a875-4a02-b887-94121ba5b696,
INE023A01030,532256,NSIL,,NSIL,,Nalwa Sons Investments,,NSIL,d659fc24-ada6-47bc-899c-40489ff131d4,
INE023H01027,532649,NECLIFE,,NECLIFE,,Nectar Lifesciences,,NECLIFE,e43cdc81-6b2f-4611-bdd7-6463f553bf86,
INE023M01027,533605,SETUINFRA,,SETUINFRA,,Setubandhan Infrastructure,,SETUINFRA,01af54cf-af9e-45d1-8120-26cdc8585d88,
INE023R01018,539661,ACEMEN,,,,Ace Men Engg Works,,ACEMEN,6bb014be-2ef8-4e0a-b1f0-ecc44b4fbbfd,
INE024001021,543972,AEROFLEX,,AEROFLEX,,Aeroflex Industries,,AEROFLEX,cfd235bc-49c0-4d17-a6a1-4349c8649f7f,
INE024B01010,531861,JOINDRE,,,,Joindre Capital Services,,JOINDRE,3c7d416c-018f-406a-aede-41d2796d3e99,
INE024D01016,500342,PRUDMOULI,,PRUDMOULI,,Prudential Sugar Corporation,,PRUDMOULI,1889d159-02ee-4864-9aea-50edf1cb6373,
INE024F01011,531201,SHILCTECH,,,,Shilchar Technologies,,SHILCTECH,d28e5168-f725-45cf-a91d-185d4387f6fa,
INE024L01027,533282,GRAVITA,,GRAVITA,,Gravita,,GRAVITA,f03611a6-bab0-49ce-ac8b-b019c7431be5,
INE025A01027,203559,CONSOFINVT,,CONSOFINVT,,Consolidated Finvest & Holdings,,CONSOFINVT,43c272a1-1814-4d46-9daa-a99421605a78,
INE025B01025,526729,GOLDIAM,,GOLDIAM,,Goldiam International,,GOLDIAM,a5dbba3a-4555-4fa8-a841-62115d3bc9bd,
INE025D01013,526967,HEERAISP,,,,Heera Ispat,,HEERAISP,653fe41d-b62a-47fa-a26c-8192f7e6339a,
INE025R01021,542919,ARTEMISMED,,ARTEMISMED,,Artemis Medicare Services,,ARTEMISMED,3e876219-5476-4f4a-bd1e-1e838af222a9,
